No,Title,Artist,From,Got,Sorted,location,filename
3226,Mercury Blooming,Askari Nari,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Askari Nari - Mercury Blooming,Askari Nari - Mercury Blooming
3227,Reviving a Dead Language,Askari Nari,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Askari Nari - Reviving a Dead Language,Askari Nari - Reviving a Dead Language
3228,A Prophecy (RB3 version),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - A Prophecy (RB3 version),Asking Alexandria - A Prophecy (RB3 version)
3229,Dear Insanity,Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Dear Insanity,Asking Alexandria - Dear Insanity
3230,Dear Insanity (2x Bass Pedal),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Dear Insanity (2x Bass Pedal),Asking Alexandria - Dear Insanity (2x Bass Pedal)
3231,Hey There Mr. Brooks (RB3 version),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Hey There Mr. Brooks (RB3 version),Asking Alexandria - Hey There Mr. Brooks (RB3 version)
3232,Morte et Dabo,Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Morte et Dabo,Asking Alexandria - Morte et Dabo
3233,Morte et Dabo (2x Bass Pedal),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Morte et Dabo (2x Bass Pedal),Asking Alexandria - Morte et Dabo (2x Bass Pedal)
3234,Reckless & Relentless,Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Reckless & Relentless,Asking Alexandria - Reckless & Relentless
3235,Reckless & Relentless (2x Bass Pedal),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - Reckless & Relentless (2x Bass Pedal),Asking Alexandria - Reckless & Relentless (2x Bass Pedal)
3236,The Final Episode (Let's Change the Channel) (RB3 version),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - The Final Episode (Let's Change the Channel) (RB3 version),Asking Alexandria - The Final Episode (Let's Change the Channel) (RB3 version)
3237,To the Stage,Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - To the Stage,Asking Alexandria - To the Stage
3238,To the Stage (2x Bass Pedal),Asking Alexandria,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Asking Alexandria - To the Stage (2x Bass Pedal),Asking Alexandria - To the Stage (2x Bass Pedal)
3239,Like Never Before,Astra Kelly,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Astra Kelly - Like Never Before,Astra Kelly - Like Never Before
3240,These Days,Astra Kelly,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Astra Kelly - These Days,Astra Kelly - These Days
3241,Timebomb,Astra Kelly,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Astra Kelly - Timebomb,Astra Kelly - Timebomb
3242,Faux King Christ,Atheist,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Atheist - Faux King Christ,Atheist - Faux King Christ
3243,Faux King Christ (2x Bass Pedal),Atheist,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Atheist - Faux King Christ (2x Bass Pedal),Atheist - Faux King Christ (2x Bass Pedal)
3244,Second to Sun,Atheist,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Atheist - Second to Sun,Atheist - Second to Sun
3245,Last Breath,Attack Attack!,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Attack Attack! - Last Breath,Attack Attack! - Last Breath
3246,Last Breath (2x Bass Pedal),Attack Attack!,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Attack Attack! - Last Breath (2x Bass Pedal),Attack Attack! - Last Breath (2x Bass Pedal)
3247,Honeys Takin' Money,Audio Ammunition,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Audio Ammunition - Honeys Takin' Money,Audio Ammunition - Honeys Takin' Money
3248,Internal Cannon,August Burns Red,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/August Burns Red - Internal Cannon,August Burns Red - Internal Cannon
3249,Internal Cannon (2x Bass Pedal),August Burns Red,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/August Burns Red - Internal Cannon (2x Bass Pedal),August Burns Red - Internal Cannon (2x Bass Pedal)
3250,Majesty,Ava Inferi,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ava Inferi - Majesty,Ava Inferi - Majesty
3251,Onyx,Ava Inferi,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ava Inferi - Onyx,Ava Inferi - Onyx
3252,The Living End,Ava Inferi,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Ava Inferi - The Living End,Ava Inferi - The Living End
3253,Show Me a Sign,Azania,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Azania - Show Me a Sign,Azania - Show Me a Sign
3254,Queendom,B.et.a and The Neon Panthers,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/B.et.a and The Neon Panthers - Queendom,B.et.a and The Neon Panthers - Queendom
3255,"Guys, You're Not Dead Yet",BabelFish,RockBandNetwork2,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/BabelFish - Guys, You're Not Dead Yet","BabelFish - Guys, You're Not Dead Yet"
3256,"The Epic, Part 3.7 (RBN Remix)",Bankai,RockBandNetwork2,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Bankai - The Epic, Part 3.7 (RBN Remix)","Bankai - The Epic, Part 3.7 (RBN Remix)"
3257,"Sick, Sick, Sick",Bayside,RockBandNetwork2,Yes,Yes,"/media/gary/exData/xbox/RockBand/ToSort/Bayside - Sick, Sick, Sick","Bayside - Sick, Sick, Sick"
3258,I,Before Nine,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Before Nine - I,Before Nine - I
3259,Let the Blood Spill Between My Broken Teeth,Benighted,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Benighted - Let the Blood Spill Between My Broken Teeth,Benighted - Let the Blood Spill Between My Broken Teeth
3260,Let the Blood Spill Between My Broken Teeth (2x Bass Pedal),Benighted,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Benighted - Let the Blood Spill Between My Broken Teeth (2x Bass Pedal),Benighted - Let the Blood Spill Between My Broken Teeth (2x Bass Pedal)
3261,Deny,Betrayed by Sorrow,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Betrayed by Sorrow - Deny,Betrayed by Sorrow - Deny
3262,Alaska,Between the Buried and Me,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - Alaska,Between the Buried and Me - Alaska
3263,Alaska (2x Bass Pedal),Between the Buried and Me,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - Alaska (2x Bass Pedal),Between the Buried and Me - Alaska (2x Bass Pedal)
3264,All Bodies,Between the Buried and Me,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - All Bodies,Between the Buried and Me - All Bodies
3265,All Bodies (2x Bass Pedal),Between the Buried and Me,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - All Bodies (2x Bass Pedal),Between the Buried and Me - All Bodies (2x Bass Pedal)
3266,Selkies: The Endless Obsession,Between the Buried and Me,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - Selkies The Endless Obsession,Between the Buried and Me - Selkies: The Endless Obsession
3267,Selkies: The Endless Obsession (2x Bass Pedal),Between the Buried and Me,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Between the Buried and Me - Selkies The Endless Obsession (2x Bass Pedal),Between the Buried and Me - Selkies: The Endless Obsession (2x Bass Pedal)
3268,Happy People,Big Kenny,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Big Kenny - Happy People,Big Kenny - Happy People
3269,I'm Dancing!,Bikey ft. Alyce,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bikey ft. Alyce - I'm Dancing!,Bikey ft. Alyce - I'm Dancing!
3270,No Shaking,Bikey ft. Dapper AJ,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bikey ft. Dapper AJ - No Shaking,Bikey ft. Dapper AJ - No Shaking
3271,Payback (Come On),BioShaft,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BioShaft - Payback (Come On),BioShaft - Payback (Come On)
3272,The Man's Masterpiece,BioShaft,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/BioShaft - The Man's Masterpiece,BioShaft - The Man's Masterpiece
3273,Children Surrender,Black Veil Brides,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Black Veil Brides - Children Surrender,Black Veil Brides - Children Surrender
3274,Heaven's Calling,Black Veil Brides,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Black Veil Brides - Heaven's Calling,Black Veil Brides - Heaven's Calling
3275,Perfect Weapon,Black Veil Brides,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Black Veil Brides - Perfect Weapon,Black Veil Brides - Perfect Weapon
3276,Santa Fe (RB3 version),Blackberry River Band,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackberry River Band - Santa Fe (RB3 version),Blackberry River Band - Santa Fe (RB3 version)
3277,Hey I,Blackberry Wednesday,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackberry Wednesday - Hey I,Blackberry Wednesday - Hey I
3278,A Blinding Light,Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - A Blinding Light,Blackguard - A Blinding Light
3279,A Blinding Light (2x Bass Pedal),Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - A Blinding Light (2x Bass Pedal),Blackguard - A Blinding Light (2x Bass Pedal)
3280,Firefight,Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - Firefight,Blackguard - Firefight
3281,Firefight (2x Bass Pedal),Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - Firefight (2x Bass Pedal),Blackguard - Firefight (2x Bass Pedal)
3282,The Sword,Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - The Sword,Blackguard - The Sword
3283,The Sword (2x Bass Pedal),Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - The Sword (2x Bass Pedal),Blackguard - The Sword (2x Bass Pedal)
3284,This Round's On Me,Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - This Round's On Me,Blackguard - This Round's On Me
3285,This Round's On Me (2x Bass Pedal),Blackguard,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blackguard - This Round's On Me (2x Bass Pedal),Blackguard - This Round's On Me (2x Bass Pedal)
3286,Garble Arch,Blame Ringo,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blame Ringo - Garble Arch,Blame Ringo - Garble Arch
3287,In A Hurricane,Blame Ringo,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blame Ringo - In A Hurricane,Blame Ringo - In A Hurricane
3288,What's Left of Me,Blessthefall,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blessthefall - What's Left Of Me,Blessthefall - What's Left of Me
3289,Fight For Greatness,Bloom,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bloom - Fight For Greatness,Bloom - Fight For Greatness
3290,Making Love (To a Foreign Woman While Reading Time Magazine),Blue Water Dance,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Blue Water Dance - Making Love (To a Foreign Woman While Reading Time Magazine),Blue Water Dance - Making Love (To a Foreign Woman While Reading Time Magazine)
3291,Andromeda,Bluefusion,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - Andromeda,Bluefusion - Andromeda
3292,Force,Bluefusion,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - Force,Bluefusion - Force
3293,KITTY! (ft. The Anime Cow),Bluefusion,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - KITTY! (ft. The Anime Cow),Bluefusion - KITTY! (ft. The Anime Cow)
3294,KITTY! (ft. The Anime Cow) (2x Bass Pedal),Bluefusion,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - KITTY! (ft. The Anime Cow) (2x Bass Pedal),Bluefusion - KITTY! (ft. The Anime Cow) (2x Bass Pedal)
3295,Paper (Feat. Single White Infidel),Bluefusion,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bluefusion - Paper (Feat. Single White Infidel),Bluefusion - Paper (Feat. Single White Infidel)
3296,The Nightrager,Bob Katsionis,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bob Katsionis - The Nightrager,Bob Katsionis - The Nightrager
3297,The Nightrager (2x Bass Pedal),Bob Katsionis,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bob Katsionis - The Nightrager (2x Bass Pedal),Bob Katsionis - The Nightrager (2x Bass Pedal)
3298,Prototype Death Machine,Bonded by Blood,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bonded By Blood - Prototype Death Machine,Bonded by Blood - Prototype Death Machine
3299,TGTW,Boomchick,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Boomchick - TGTW,Boomchick - TGTW
3300,Of Dirt You Were Made...,Brad Gerke,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brad Gerke - Of Dirt You Were Made,Brad Gerke - Of Dirt You Were Made...
3301,Wolves,Brand New Analogues,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brand New Analogues - Wolves,Brand New Analogues - Wolves
3302,This is the Album You've Been Waiting For,brentalfloss,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/brentalfloss - This is the Album You've Been Waiting For,brentalfloss - This is the Album You've Been Waiting For
3303,Bottle Rocket,Brian Kahanek,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brian Kahanek - Bottle Rocket,Brian Kahanek - Bottle Rocket
3304,Gemini,Brian Kahanek,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brian Kahanek - Gemini,Brian Kahanek - Gemini
3305,Don't Eye Me Like a Child,Bright Midnight,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - Don't Eye Me Like a Child,Bright Midnight - Don't Eye Me Like a Child
3306,Floating Feather (Blue Day & Age),Bright Midnight,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - Floating Feather (Blue Day & Age),Bright Midnight - Floating Feather (Blue Day & Age)
3307,Liberation,Bright Midnight,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - Liberation,Bright Midnight - Liberation
3308,White Shoes,Bright Midnight,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bright Midnight - White Shoes,Bright Midnight - White Shoes
3309,Pray for Plagues,Bring Me the Horizon,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bring Me the Horizon - Pray for Plagues,Bring Me the Horizon - Pray for Plagues
3310,Pray for Plagues (2x Bass Pedal),Bring Me the Horizon,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bring Me the Horizon - Pray for Plagues (2x Bass Pedal),Bring Me the Horizon - Pray for Plagues (2x Bass Pedal)
3311,Culling the Weak,Broken Equilibrium,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broken Equilibrium - Culling the Weak,Broken Equilibrium - Culling the Weak
3312,Culling the Weak (2x Bass Pedal),Broken Equilibrium,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Broken Equilibrium - Culling the Weak (2x Bass Pedal),Broken Equilibrium - Culling the Weak (2x Bass Pedal)
3313,No War,Brutal Assault,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brutal Assault - No War,Brutal Assault - No War
3314,No War (2x Bass Pedal),Brutal Assault,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Brutal Assault - No War (2x Bass Pedal),Brutal Assault - No War (2x Bass Pedal)
3315,Do the Donkey Kong,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Do the Donkey Kong,Buckner & Garcia - Do the Donkey Kong
3316,Found Me the Bomb,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Found Me the Bomb,Buckner & Garcia - Found Me the Bomb
3317,Froggy's Lament,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Froggy's Lament,Buckner & Garcia - Froggy's Lament
3318,Goin' Berzerk,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Goin' Berzerk,Buckner & Garcia - Goin' Berzerk
3319,Hyperspace,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Hyperspace,Buckner & Garcia - Hyperspace
3320,Mousetrap,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Mousetrap,Buckner & Garcia - Mousetrap
3321,Ode to a Centipede,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Ode to a Centipede,Buckner & Garcia - Ode to a Centipede
3322,Pac-Man Fever,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - Pac-Man Fever,Buckner & Garcia - Pac-Man Fever
3323,The Defender,Buckner & Garcia,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buckner & Garcia - The Defender,Buckner & Garcia - The Defender
3324,Dash,Bumblefoot,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bumblefoot - Dash,Bumblefoot - Dash
3325,Turn Around,Bumblefoot,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Bumblefoot - Turn Around,Bumblefoot - Turn Around
3326,One By One,Buried in Black,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buried in Black - One By One,Buried in Black - One By One
3327,One By One (2x Bass Pedal),Buried in Black,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Buried in Black - One By One (2x Bass Pedal),Buried in Black - One By One (2x Bass Pedal)
3328,The Resolve of Cowards,Burning Twilight,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Burning Twilight - The Resolve of Cowards,Burning Twilight - The Resolve of Cowards
3329,The Resolve of Cowards (2x Bass Pedal),Burning Twilight,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Burning Twilight - The Resolve of Cowards (2x Bass Pedal),Burning Twilight - The Resolve of Cowards (2x Bass Pedal)
3330,Over and Out,Cancer,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Cancer - Over and Out,Cancer - Over and Out
3331,Until I Feel Nothing,Carnifex,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Carnifex - Until I Feel Nothing,Carnifex - Until I Feel Nothing
3332,Baby,Carousel Kings,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Carousel Kings - Baby,Carousel Kings - Baby
3333,Rebel On My Side,Casey James Prestwood,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Casey James Prestwood - Rebel On My Side,Casey James Prestwood - Rebel On My Side
3334,Wrong Side,Catsmelvin,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Catsmelvin - Wrong Side,Catsmelvin - Wrong Side
3335,Need Strange,Chad Smith's Bombastic Meatbats,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chad Smith's Bombastic Meatbats - Need Strange,Chad Smith's Bombastic Meatbats - Need Strange
3336,Passing the Ace,Chad Smith's Bombastic Meatbats,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chad Smith's Bombastic Meatbats - Passing the Ace,Chad Smith's Bombastic Meatbats - Passing the Ace
3337,Dos Impar,Channel,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Channel - Dos Impar,Channel - Dos Impar
3338,Chiasm,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Chiasm,Chaotrope - Chiasm
3339,Diachylon,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Diachylon,Chaotrope - Diachylon
3340,Dystopia,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Dystopia,Chaotrope - Dystopia
3341,Elysian,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Elysian,Chaotrope - Elysian
3342,Entropy-Extropy,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Entropy Extropy,Chaotrope - Entropy-Extropy
3343,Fading Sacrifice,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Fading Sacrifice,Chaotrope - Fading Sacrifice
3344,Halcyon,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Halcyon,Chaotrope - Halcyon
3345,Scarred,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Scarred,Chaotrope - Scarred
3346,Synesthesia,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Synesthesia,Chaotrope - Synesthesia
3347,Synesthesia (2x Bass Pedal),Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - Synesthesia (2x Bass Pedal),Chaotrope - Synesthesia (2x Bass Pedal)
3348,The Cascade Effect,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Cascade Effect,Chaotrope - The Cascade Effect
3349,The Fall of Psilanthropy,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Fall of Psilanthropy,Chaotrope - The Fall of Psilanthropy
3350,The Hourglass Paroxysm - Part I,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Hourglass Paroxysm - Part I,Chaotrope - The Hourglass Paroxysm - Part I
3351,The Hourglass Paroxysm - Part II,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Hourglass Paroxysm - Part II,Chaotrope - The Hourglass Paroxysm - Part II
3352,The Singularity,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Singularity,Chaotrope - The Singularity
3353,The Thief in the Night - Part I,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Thief in the Night - Part I,Chaotrope - The Thief in the Night - Part I
3354,The Thief in the Night - Part I (2x Bass Pedal),Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Thief in the Night - Part I (2x Bass Pedal),Chaotrope - The Thief in the Night - Part I (2x Bass Pedal)
3355,The Thief in the Night - Part II,Chaotrope,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chaotrope - The Thief in the Night - Part II,Chaotrope - The Thief in the Night - Part II
3356,Love Dragons,Charlie Drown,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Charlie Drown - Love Dragons,Charlie Drown - Love Dragons
3357,Fame Is Free,Child of Glass feat. Suela,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Child of Glass feat. Suela - Fame Is Free,Child of Glass feat. Suela - Fame Is Free
3358,Impossible Landscape,Children of Nova,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Children of Nova - Impossible Landscape,Children of Nova - Impossible Landscape
3359,Moments of Clarity,Children of Nova,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Children of Nova - Moments of Clarity,Children of Nova - Moments of Clarity
3360,Caves,Chiodos,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Chiodos - Caves,Chiodos - Caves
3361,Church of No Return,Christian Death,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christian Death - Church of No Return,Christian Death - Church of No Return
3362,Narcissus Metamorphosis Of,Christian Death,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christian Death - Narcissus Metamorphosis Of,Christian Death - Narcissus Metamorphosis Of
3363,Victory,Christian Muenzner,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christian Muenzner - Victory,Christian Muenzner - Victory
3364,Battle,Christina Marie Magenta,RockBandNetwork2,Yes,Yes,/media/gary/exData/xbox/RockBand/ToSort/Christina Marie Magenta - Battle,Christina Marie Magenta - Battle
